IdOffWeb;IdArtico;CodiceArticolo;CodArtForn;CodArtPiatt;DescrB2b;IdFornitore;Qta;Prezzo;PrezzoMan;PrezzoManT24;PrezzoMan07ZR;PrezzoManEstero;Posizione;PosGlobale;Settore;SettList;SettoreId;Diametro;P_Std;P_StdBo;P_Base;P_BaseBo;P_Top;P_TopBo;P_Marca1;P_Marca1Bo;P_Marca2;P_Marca2Bo;P_Marca3;P_Marca3Bo;P_Marca4;P_Marca4Bo;Note_Base;Differenza;Eccezzioni;Produttore;P_GommeAuto;P_Esteri_Ger;P_T24_24H;P_T24_48H;P_T24_72H;P_07ZR_24H;P_07ZR_48H;P_07ZR_72H;Note_07ZR;Note_T24;P_T24_GER;P_T24_SPA;P_T24_AUS;P_07ZR_FRA;Descr_Piatt;Peso;C_TraspBase;C_TraspBaseBo;P_PiattConTrasp;P_PiattSenzaTrasp;C_TraspT24;C_PesoT24;C_Trasp07ZR;C_Peso07ZR;C_PesoGerFra;C_PesoSpa;C_PesoAust;M_Base;M_T24;M_07ZR;M-07ZR;M+07ZR;M-T24;M+T24;P_Prec_T24;P_1Pos_T24;Diff_T24;P_Min_T24;P_Max_T24;P_Ricalc_T24;PosPrec_T24;P_Prec_07ZR;P_1Pos_07ZR;Diff_07ZR;P_Min_07ZR;P_Max_07ZR;P_Ricalc_07ZR;PosPrec_07ZR;Provv_PiattT24;Provv_Piatt07ZR;Note_07ZR_Rank;Note_T24_Rank;DOT_Forn;OrderB2b;MarcaId;TipoPubPiatt;CodMagForn;Note_Std;Note_Top;M_Std;M_Top;M_Esteri;P_Esteri_Spa;P_Esteri_Aus;Stagione;PosEsteri;PosT24;Pos07ZR;Misura;P_T24_BEL;P_T24_LUS;P_T24_FRA;P_T24_OLA;P_T24_POL;P_07ZR_GER;P_07ZR_SPA;P_07ZR_AUS;P_07ZR_POR;P_T24_Uk_Danim;P_07ZR_Uk_Danim
290;545341;1656014-VKG-1562058 ;21692                                   ;1656014-VKG-1562058;165/60R14 75T VIKING CITYTECH II      ;3;25;49.02;null;null;null;null;1;2;VETTURA                                           ;Vettura                                           ;4;14;54.74;54.74;54.74;54.74;54.74;54.74;null;null;null;null;null;null;null;null;null;5.72;null;VIKING                                            ;54.74;64.21;null;61.40;null;null;61.40;null;null;Acqusto(49.02) Margine(8.50) CostoTrasp(6.05) CostoProvv % (1.013);64.85;68.11;64.85;67.13;165/60R14 75T VIKING CITYTECH II;6.38;6.05;3.00;60.79;54.74;6.05;null;6.05;null;6.50;9.72;6.50;null;8.50;null;null;null;3.00;0.00;61.40;41.27;null;61.40;64.40;61.40;11.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(61.40) - PosPrec(11.) - PrezPreced.(61.40) - PrezBasePiatt.(64.40) - Prezzo Min/Max(61.40/64.40) - 1°PrezPiatt(41.27);null;38033;240;48H;UNI;null;null;null;null;null;67.44;64.21;ESTIVO;1;2;null;1656014;64.85;64.85;67.13;64.85;69.41;64.85;68.11;64.85;71.48;99.29;99.29
291;513423;1656015-GOO-529521  ;25422                                   ;1656015-GOO-529521;165/60R15 81T XL GOODYEAR DURAGRIP      ;3;14;70.15;null;null;null;null;3;3;VETTURA                                           ;Vettura                                           ;4;15;77.96;77.96;77.96;77.96;77.96;77.96;null;null;null;null;null;null;null;null;null;7.81;null;GOODYEAR                                          ;77.96;89.42;null;84.85;null;null;84.85;null;null;Acqusto(70.15) Margine(12.50) CostoTrasp(6.05) CostoProvv % (1.013);90.31;93.57;90.31;92.59;165/60R15 81T XL GOODYEAR DURAGRIP;7.20;6.05;3.00;84.01;77.96;6.05;null;6.05;null;6.50;9.72;6.50;null;12.50;null;null;null;5.00;0.00;81.91;68.09;null;84.85;89.85;84.85;29.(1Pz)  ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(84.85) - PosPrec(29.(1Pz)) - PrezPreced.(81.91) - PrezBasePiatt.(89.85) - Prezzo Min/Max(84.85/89.85) - 1°PrezPiatt(68.09);null;59175;3;48H;UNI;null;null;null;null;null;92.64;89.42;ESTIVO;3;3;null;1656015;90.31;90.31;92.59;90.31;94.87;90.31;93.57;90.31;96.86;124.75;124.75
292;545348;1656514-VKG-1562050 ;21481                                   ;1656514-VKG-1562050;165/65R14 79T VIKING CITYTECH II      ;3;30;41.41;null;null;null;null;1;2;VETTURA                                           ;Vettura                                           ;4;14;47.11;47.11;47.11;47.11;47.11;47.11;null;null;null;null;null;null;null;null;null;5.70;null;VIKING                                            ;47.11;56.57;null;53.69;null;null;53.69;null;null;Acqusto(41.41) Margine(8.50) CostoTrasp(6.05) CostoProvv % (1.013);57.14;60.41;57.14;59.42;165/65R14 79T VIKING CITYTECH II;6.80;6.05;3.00;53.16;47.11;6.05;null;6.05;null;6.50;9.72;6.50;null;8.50;null;null;null;3.00;0.00;53.69;36.81;null;53.69;56.69;53.69;11.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(53.69) - PosPrec(11.) - PrezPreced.(53.69) - PrezBasePiatt.(56.69) - Prezzo Min/Max(53.69/56.69) - 1°PrezPiatt(36.81);null;32454;240;48H;UNI;null;null;null;null;null;59.81;56.57;ESTIVO;1;2;null;1656514;57.14;57.14;59.42;57.14;61.70;57.14;60.41;57.14;63.79;91.59;91.59
293;545355;1656515-VKG-1562052 ;21693                                   ;1656515-VKG-1562052;165/65R15 81T VIKING CITYTECH II      ;3;20;54.93;null;null;null;null;1;2;VETTURA                                           ;Vettura                                           ;4;15;61.17;61.17;61.17;61.17;61.17;61.17;null;null;null;null;null;null;null;null;null;6.24;null;VIKING                                            ;61.17;70.64;null;67.89;null;null;67.89;null;null;Acqusto(54.93) Margine(9.00) CostoTrasp(6.05) CostoProvv % (1.013);71.35;74.61;71.35;73.62;165/65R15 81T VIKING CITYTECH II;7.29;6.05;3.00;67.22;61.17;6.05;null;6.05;null;6.50;9.72;6.50;null;9.00;null;null;null;3.00;0.00;67.89;48.06;null;67.89;70.89;67.89;11.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(67.89) - PosPrec(11.) - PrezPreced.(67.89) - PrezBasePiatt.(70.89) - Prezzo Min/Max(67.89/70.89) - 1°PrezPiatt(48.06);null;45294;240;48H;UNI;null;null;null;null;null;73.87;70.64;ESTIVO;1;2;null;1656515;71.35;71.35;73.62;71.35;75.90;71.35;74.61;71.35;77.95;105.79;105.79
294;545358;1657013-VKG-1562039 ;21680                                   ;1657013-VKG-1562039;165/70R13 79T VIKING CITYTECH II      ;3;25;42.89;null;null;null;null;1;1;VETTURA                                           ;Vettura                                           ;4;13;48.59;48.59;48.59;48.59;48.59;48.59;null;null;null;null;null;null;null;null;null;5.70;null;VIKING                                            ;48.59;58.06;null;55.19;null;null;55.19;null;null;Acqusto(42.89) Margine(8.50) CostoTrasp(6.05) CostoProvv % (1.013);58.64;61.90;58.64;60.92;165/70R13 79T VIKING CITYTECH II;7.02;6.05;3.00;54.64;48.59;6.05;null;6.05;null;6.50;9.72;6.50;null;8.50;null;null;null;3.00;0.00;55.19;45.02;null;55.19;58.19;55.19;11.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(55.19) - PosPrec(11.) - PrezPreced.(55.19) - PrezBasePiatt.(58.19) - Prezzo Min/Max(55.19/58.19) - 1°PrezPiatt(45.02);null;34172;240;48H;UNI;null;null;null;null;null;61.29;58.06;ESTIVO;1;1;null;1657013;58.64;58.64;60.92;58.64;63.20;58.64;61.90;58.64;65.29;93.08;93.08
295;512469;2754018-PIR-2074700 ;25694                                   ;2754018-PIR-2074700;275/40R18 99Y Runflat (*) PIRELLI CINTURATO P7      ;3;4;192.52;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;18;226.22;226.22;226.22;226.22;226.22;226.22;null;null;null;null;null;null;null;null;null;33.70;null;PIRELLI                                           ;226.22;234.42;null;235.80;null;null;235.80;null;null;Acqusto(192.52) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);236.76;238.30;236.76;238.80;275/40R18 99Y Runflat (*) PIRELLI CINTURATO P7;13.90;7.25;3.00;233.47;226.22;7.25;null;7.25;null;8.20;9.72;8.20;null;33.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;135172;2;48H;UNI;null;null;null;null;null;235.94;234.42;ESTIVO;1;3;null;2754018;236.76;236.76;238.80;236.76;240.51;236.76;238.30;236.76;244.95;269.48;269.48
296;522750;2754019-CON-0356725 ;32856                                   ;2754019-CON-0356725;275/40R19 101Y MO CONTINENTAL CONTISPORTCONTACT 5      ;3;7;170.20;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;19;199.81;199.81;199.81;199.81;199.81;199.81;null;null;null;null;null;null;null;null;null;29.61;null;CONTINENTAL                                       ;199.81;208.02;null;209.13;null;null;209.13;null;null;Acqusto(170.20) Margine(29.00) CostoTrasp(7.25) CostoProvv % (1.013);210.10;210.58;209.37;211.22;275/40R19 101Y MO CONTINENTAL CONTISPORTCONTACT 5;13.40;7.25;3.00;207.06;199.81;7.25;null;7.25;null;8.20;8.68;7.48;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;15821;7;48H;UNI;null;null;null;null;null;208.50;207.30;ESTIVO;1;3;null;2754019;210.10;210.10;211.22;210.10;213.37;210.10;210.58;209.37;218.36;242.31;242.31
297;520679;2754019-BRI-5834    ;26810                                   ;2754019-BRI-5834;275/40R19 101Y MO BRIDGESTONE Potenza S001      ;3;2;161.56;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;19;191.15;191.15;191.15;191.15;191.15;191.15;null;null;null;null;null;null;null;null;null;29.59;null;BRIDGESTONE                                       ;191.15;199.35;null;200.38;null;null;200.38;null;null;Acqusto(161.56) Margine(29.00) CostoTrasp(7.25) CostoProvv % (1.013);201.34;201.83;200.61;202.47;275/40R19 101Y MO BRIDGESTONE Potenza S001;13.24;7.25;3.00;198.40;191.15;7.25;null;7.25;null;8.20;8.68;7.48;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;107922;11;48H;UNI;null;null;null;null;null;199.83;198.62;ESTIVO;3;6;null;2754019;201.34;201.34;202.47;201.34;204.62;201.34;201.83;200.61;209.64;233.56;233.56
298;520318;2754020-DUN-529137  ;27488                                   ;2754020-DUN-529137;275/40R20 106W XL Runflat *RSC DUNLOP SP Sport Maxx GT      ;3;8;187.72;null;null;null;null;4;8;VETTURA                                           ;Vettura                                           ;4;20;217.38;217.38;217.38;217.38;217.38;217.38;null;null;null;null;null;null;null;null;null;29.66;null;DUNLOP                                            ;217.38;225.58;null;226.88;null;null;226.88;null;null;Acqusto(187.72) Margine(29.00) CostoTrasp(7.25) CostoProvv % (1.013);227.84;228.33;227.11;228.97;275/40R20 106W XL Runflat *RSC DUNLOP SP Sport Maxx GT;17.01;7.25;3.00;224.63;217.38;7.25;null;7.25;null;8.20;8.68;7.48;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;668;6;48H;UNI;null;null;null;null;null;226.07;224.86;ESTIVO;5;7;null;2754020;227.84;227.84;228.97;227.84;231.12;227.84;228.33;227.11;236.06;260.06;260.06
299;66434;2754020-CON-0354658 ;8648                                    ;2754020-CON-0354658;275/40R20 106Y XL CONTINENTAL 4X4SPORTCONTACT      ;3;5;160.72;null;null;null;null;3;5;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;180.41;180.41;180.41;180.41;180.41;180.41;null;null;null;null;null;null;null;null;null;19.69;null;CONTINENTAL                                       ;180.41;199.61;null;190.00;null;null;190.00;null;null;Acqusto(160.72) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);201.61;202.03;201.29;203.55;275/40R20 106Y XL CONTINENTAL 4X4SPORTCONTACT;13.20;7.71;3.00;188.12;180.41;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;168.43;128.28;null;190.00;200.00;190.00;19.(1Pz)  ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(190.00) - PosPrec(19.(1Pz)) - PrezPreced.(168.43) - PrezBasePiatt.(200.00) - Prezzo Min/Max(190.00/200.00) - 1°PrezPiatt(128.28);null;14893;7;48H;UNI;null;null;null;null;null;200.03;199.30;ESTIVO;3;5;null;2754020;201.61;201.61;203.55;201.61;204.11;201.61;202.03;201.29;211.01;232.71;232.71
300;501061;2754020-BRI-33130   ;16695                                   ;2754020-BRI-33130;275/40R20 106Y XL Runflat * BRIDGESTONE DUELER H/P SPORT      ;3;10;172.54;null;null;null;null;2;2;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;202.16;202.16;202.16;202.16;202.16;202.16;null;null;null;null;null;null;null;null;null;29.62;null;BRIDGESTONE                                       ;202.16;211.47;null;211.97;null;null;211.97;null;null;Acqusto(172.54) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);213.58;214.01;213.27;215.53;275/40R20 106Y XL Runflat * BRIDGESTONE DUELER H/P SPORT;16.20;7.71;3.00;209.87;202.16;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;135488;11;48H;UNI;null;null;null;null;null;211.89;211.16;ESTIVO;2;2;null;2754020;213.58;213.58;215.53;213.58;216.08;213.58;214.01;213.27;222.95;244.68;244.68
301;517209;2754518-PIR-2127300 ;28944                                   ;2754518-PIR-2127300;275/45R18 103W Runflat (MOE) PIRELLI CINTURATO P7      ;3;2;204.49;null;null;null;null;1;4;VETTURA                                           ;Vettura                                           ;4;18;238.22;238.22;238.22;238.22;238.22;238.22;null;null;null;null;null;null;null;null;null;33.73;null;PIRELLI                                           ;238.22;246.42;null;247.92;null;null;247.92;null;null;Acqusto(204.49) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);248.88;249.37;248.15;250.01;275/45R18 103W Runflat (MOE) PIRELLI CINTURATO P7;16.04;7.25;3.00;245.47;238.22;7.25;null;7.25;null;8.20;8.68;7.48;null;33.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;136772;2;48H;UNI;null;null;null;null;null;246.90;245.69;ESTIVO;1;4;null;2754518;248.88;248.88;250.01;248.88;252.16;248.88;249.37;248.15;257.03;281.10;281.10
302;51159;2754519-PIR-1688600 ;11164                                   ;2754519-PIR-1688600;275/45R19 108Y XL (N1) PIRELLI PZERO ROSSO      ;3;2;165.01;null;null;null;null;1;3;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;194.61;194.61;194.61;194.61;194.61;194.61;null;null;null;null;null;null;null;null;null;29.60;null;PIRELLI                                           ;194.61;203.91;null;204.34;null;null;204.34;null;null;Acqusto(165.01) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);205.95;206.38;205.64;207.90;275/45R19 108Y XL (N1) PIRELLI PZERO ROSSO;15.14;7.71;3.00;202.32;194.61;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;125681;2;48H;UNI;null;null;null;null;null;204.34;203.60;ESTIVO;1;3;null;2754519;205.95;205.95;207.90;205.95;208.46;205.95;206.38;205.64;215.34;237.05;237.05
303;507429;2754520-PIR-1806100 ;23961                                   ;2754520-PIR-1806100;275/45R20 110V XL (N0) M+S PIRELLI SCORPION VERDE ALL SEASON (4S)      ;3;6;202.65;null;null;null;null;2;5;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;236.37;236.37;236.37;236.37;236.37;236.37;null;null;null;null;null;null;null;null;null;33.72;null;PIRELLI                                           ;236.37;245.67;null;247.06;null;null;247.06;null;null;Acqusto(202.65) Margine(33.00) CostoTrasp(8.24) CostoProvv % (1.013);248.13;248.56;247.82;250.08;275/45R20 110V XL (N0) M+S PIRELLI SCORPION VERDE ALL SEASON (4S);16.88;8.24;3.00;244.61;236.37;8.24;null;8.24;null;9.30;9.72;8.99;null;33.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;138877;2;48H;UNI;null;null;null;null;null;246.10;245.37;4 STAGIONI;2;5;null;2754520;248.13;248.13;250.08;248.13;250.64;248.13;248.56;247.82;257.40;279.23;279.23
304;521356;2754521-PIR-2166800 ;28981                                   ;2754521-PIR-2166800;275/45R21 110Y XL (LR) M+S PIRELLI SCORPION VERDE ALL SEASON (4S)      ;3;22;170.82;null;null;null;null;2;3;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;21;190.53;190.53;190.53;190.53;190.53;190.53;null;null;null;null;null;null;null;null;null;19.71;null;PIRELLI                                           ;190.53;209.74;null;200.76;null;null;200.76;null;null;Acqusto(170.82) Margine(29.00) CostoTrasp(8.24) CostoProvv % (1.013);211.84;212.26;211.52;213.78;275/45R21 110Y XL (LR) M+S PIRELLI SCORPION VERDE ALL SEASON (4S);16.63;8.24;3.00;198.77;190.53;8.24;null;8.24;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;180.00;149.00;null;200.76;210.76;200.76;18. - 19. ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(200.76) - PosPrec(18. - 19.) - PrezPreced.(180.00) - PrezBasePiatt.(210.76) - Prezzo Min/Max(200.76/210.76) - 1°PrezPiatt(149.00);null;133778;2;48H;UNI;null;null;null;null;null;210.16;209.43;4 STAGIONI;2;3;null;2754521;211.84;211.84;213.78;211.84;214.34;211.84;212.26;211.52;221.21;242.94;242.94
305;521174;2755517-MIC-348624  ;28270                                   ;2755517-MIC-348624;275/55R17 109V MICHELIN LATITUDE SPORT 3      ;3;2;147.21;null;null;null;null;1;2;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;17;163.80;163.80;163.80;163.80;163.80;163.80;null;null;null;null;null;null;null;null;null;16.59;null;MICHELIN                                          ;163.80;180.04;null;173.23;null;null;173.23;null;null;Acqusto(147.21) Margine(23.00) CostoTrasp(7.71) CostoProvv % (1.013);181.84;182.27;181.53;183.79;275/55R17 109V MICHELIN LATITUDE SPORT 3;14.40;7.71;3.00;171.51;163.80;7.71;null;7.71;null;9.30;9.72;8.99;null;23.00;null;null;null;7.00;0.00;173.23;139.96;null;173.23;180.23;173.23;23.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(173.23) - PosPrec(23.) - PrezPreced.(173.23) - PrezBasePiatt.(180.23) - Prezzo Min/Max(173.23/180.23) - 1°PrezPiatt(139.96);null;129384;1;48H;UNI;null;null;null;null;null;180.47;179.73;ESTIVO;1;2;null;2755517;181.84;181.84;183.79;181.84;184.35;181.84;182.27;181.53;191.30;212.94;212.94
306;521476;2853021-PIR-2417300 ;28878                                   ;2853021-PIR-2417300;285/30R21 100Y XL (RO1) PIRELLI P ZERO      ;3;12;261.78;null;null;null;null;1;5;VETTURA                                           ;Vettura                                           ;4;21;297.68;297.68;297.68;297.68;297.68;297.68;null;null;null;null;null;null;null;null;null;35.90;null;PIRELLI                                           ;297.68;305.88;null;307.98;null;null;307.98;null;null;Acqusto(261.78) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);308.94;309.43;308.22;310.07;285/30R21 100Y XL (RO1) PIRELLI P ZERO;13.02;7.25;3.00;304.93;297.68;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;151399;2;48H;UNI;null;null;null;null;null;306.37;305.17;ESTIVO;1;5;null;2853021;308.94;308.94;310.07;308.94;312.22;308.94;309.43;308.22;316.92;341.16;341.16
307;525959;2853520-PIR-2490500 ;30860                                   ;2853520-PIR-2490500;285/35R20 100Y (F01) PIRELLI P ZERO      ;3;4;243.11;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;20;278.96;278.96;278.96;278.96;278.96;278.96;null;null;null;null;null;null;null;null;null;35.85;null;PIRELLI                                           ;278.96;287.16;null;289.07;null;null;289.07;null;null;Acqusto(243.11) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);290.03;290.52;289.30;291.16;285/35R20 100Y (F01) PIRELLI P ZERO;13.52;7.25;3.00;286.21;278.96;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;151658;2;48H;UNI;null;null;null;null;null;287.64;286.44;ESTIVO;1;3;null;2853520;290.03;290.03;291.16;290.03;293.30;290.03;290.52;289.30;298.06;322.25;322.25
308;59984;2853520-PIR-1938700 ;18610                                   ;2853520-PIR-1938700;285/35R20 104W XL PIRELLI WINTER 270 SOTTOZERO Serie II      ;3;5;275.75;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;20;311.69;311.69;311.69;311.69;311.69;311.69;null;null;null;null;null;null;null;null;null;35.94;null;PIRELLI                                           ;311.69;319.90;null;322.13;null;null;322.13;null;null;Acqusto(275.75) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);323.10;323.58;322.37;324.22;285/35R20 104W XL PIRELLI WINTER 270 SOTTOZERO Serie II;14.24;7.25;3.00;318.94;311.69;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;156125;2;48H;UNI;null;null;null;null;null;320.38;319.18;INVERNALE;1;3;null;2853520;323.10;323.10;324.22;323.10;326.37;323.10;323.58;322.37;331.03;355.31;355.31
309;520828;2853521-DUN-529133  ;28461                                   ;2853521-DUN-529133;285/35R21 105Y XL Runflat *RSC DUNLOP SP Sport Maxx GT      ;3;8;302.90;null;null;null;null;4;6;VETTURA                                           ;Vettura                                           ;4;21;338.93;338.93;338.93;338.93;338.93;338.93;null;null;null;null;null;null;null;null;null;36.03;null;DUNLOP                                            ;338.93;347.13;null;349.64;null;null;349.64;null;null;Acqusto(302.90) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);350.60;351.09;349.87;351.72;285/35R21 105Y XL Runflat *RSC DUNLOP SP Sport Maxx GT;16.59;7.25;3.00;346.18;338.93;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;756;6;48H;UNI;null;null;null;null;null;347.61;346.41;ESTIVO;5;6;null;2853521;350.60;350.60;351.72;350.60;353.87;350.60;351.09;349.87;358.45;382.81;382.81
310;39912;2854519-BRI-1350    ;10730                                   ;2854519-BRI-1350;285/45R19 111W XL Runflat * BRIDGESTONE DUELER H/P SPORT      ;3;4;185.30;null;null;null;null;3;5;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;214.96;214.96;214.96;214.96;214.96;214.96;null;null;null;null;null;null;null;null;null;29.66;null;BRIDGESTONE                                       ;214.96;224.27;null;225.43;null;null;225.43;null;null;Acqusto(185.30) Margine(29.00) CostoTrasp(8.24) CostoProvv % (1.013);226.51;226.93;226.19;228.45;285/45R19 111W XL Runflat * BRIDGESTONE DUELER H/P SPORT;19.81;8.24;3.00;223.20;214.96;8.24;null;8.24;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;113177;11;48H;UNI;null;null;null;null;null;224.68;223.95;ESTIVO;3;5;null;2854519;226.51;226.51;228.45;226.51;229.01;226.51;226.93;226.19;235.84;257.61;257.61
311;59523;2953019-PIR-1737800 ;15591                                   ;2953019-PIR-1737800;295/30R19 100Y XL (N2) PIRELLI P ZERO      ;3;4;212.85;null;null;null;null;1;2;VETTURA                                           ;Vettura                                           ;4;19;236.70;236.70;236.70;236.70;236.70;236.70;null;null;null;null;null;null;null;null;null;23.85;null;PIRELLI                                           ;236.70;254.80;null;246.39;null;null;246.39;null;null;Acqusto(212.85) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);257.35;258.89;257.35;259.40;295/30R19 100Y XL (N2) PIRELLI P ZERO;12.94;7.25;3.00;243.95;236.70;7.25;null;7.25;null;8.20;9.72;8.20;null;33.00;null;null;null;10.00;0.00;256.39;193.49;null;246.39;256.39;246.39;38.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(246.39) - PosPrec(38.) - PrezPreced.(256.39) - PrezBasePiatt.(256.39) - Prezzo Min/Max(246.39/256.39) - 1°PrezPiatt(193.49);null;148720;2;48H;UNI;null;null;null;null;null;256.33;254.80;ESTIVO;1;2;null;2953019;257.35;257.35;259.40;257.35;261.10;257.35;258.89;257.35;265.48;290.07;290.07
312;96455;2953020-PIR-2116000 ;21152                                   ;2953020-PIR-2116000;295/30R20 101W XL (MO) PIRELLI WINTER 270 SOTTOZERO Serie II      ;3;4;334.75;null;null;null;null;1;2;VETTURA                                           ;Vettura                                           ;4;20;360.97;360.97;360.97;360.97;360.97;360.97;null;null;null;null;null;null;null;null;null;26.22;null;PIRELLI                                           ;360.97;379.07;null;371.90;null;null;371.90;null;null;Acqusto(334.75) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);382.86;383.35;382.13;383.99;295/30R20 101W XL (MO) PIRELLI WINTER 270 SOTTOZERO Serie II;12.74;7.25;3.00;368.22;360.97;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;371.90;299.67;null;371.90;381.90;371.90;23.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(371.90) - PosPrec(23.) - PrezPreced.(371.90) - PrezBasePiatt.(381.90) - Prezzo Min/Max(371.90/381.90) - 1°PrezPiatt(299.67);null;157867;2;48H;UNI;null;null;null;null;null;379.55;378.35;INVERNALE;1;2;null;2953020;382.86;382.86;383.99;382.86;386.14;382.86;383.35;382.13;390.62;415.08;415.08
313;511961;2953020-PIR-1864300 ;24263                                   ;2953020-PIR-1864300;295/30R20 97V (N0) PIRELLI WINTER 240 SOTTOZERO Serie II      ;3;8;329.83;null;null;null;null;3;5;VETTURA                                           ;Vettura                                           ;4;20;356.04;356.04;356.04;356.04;356.04;356.04;null;null;null;null;null;null;null;null;null;26.21;null;PIRELLI                                           ;356.04;374.14;null;366.92;null;null;366.92;null;null;Acqusto(329.83) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);377.88;378.37;377.15;379.00;295/30R20 97V (N0) PIRELLI WINTER 240 SOTTOZERO Serie II;13.41;7.25;3.00;363.29;356.04;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;331.85;276.81;null;366.92;376.92;366.92;12.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(366.92) - PosPrec(12.) - PrezPreced.(331.85) - PrezBasePiatt.(376.92) - Prezzo Min/Max(366.92/376.92) - 1°PrezPiatt(276.81);null;157330;2;48H;UNI;null;null;null;null;null;374.62;373.42;INVERNALE;3;5;null;2953020;377.88;377.88;379.00;377.88;381.15;377.88;378.37;377.15;385.65;410.09;410.09
