IdOffWeb;IdArtico;CodiceArticolo;CodArtForn;CodArtPiatt;DescrB2b;IdFornitore;Qta;Prezzo;PrezzoMan;PrezzoManT24;PrezzoMan07ZR;PrezzoManEstero;Posizione;PosGlobale;Settore;SettList;SettoreId;Diametro;P_Std;P_StdBo;P_Base;P_BaseBo;P_Top;P_TopBo;P_Marca1;P_Marca1Bo;P_Marca2;P_Marca2Bo;P_Marca3;P_Marca3Bo;P_Marca4;P_Marca4Bo;Note_Base;Differenza;Eccezzioni;Produttore;P_GommeAuto;P_Esteri_Ger;P_T24_24H;P_T24_48H;P_T24_72H;P_07ZR_24H;P_07ZR_48H;P_07ZR_72H;Note_07ZR;Note_T24;P_T24_GER;P_T24_SPA;P_T24_AUS;P_07ZR_FRA;Descr_Piatt;Peso;C_TraspBase;C_TraspBaseBo;P_PiattConTrasp;P_PiattSenzaTrasp;C_TraspT24;C_PesoT24;C_Trasp07ZR;C_Peso07ZR;C_PesoGerFra;C_PesoSpa;C_PesoAust;M_Base;M_T24;M_07ZR;M-07ZR;M+07ZR;M-T24;M+T24;P_Prec_T24;P_1Pos_T24;Diff_T24;P_Min_T24;P_Max_T24;P_Ricalc_T24;PosPrec_T24;P_Prec_07ZR;P_1Pos_07ZR;Diff_07ZR;P_Min_07ZR;P_Max_07ZR;P_Ricalc_07ZR;PosPrec_07ZR;Provv_PiattT24;Provv_Piatt07ZR;Note_07ZR_Rank;Note_T24_Rank;DOT_Forn;OrderB2b;MarcaId;TipoPubPiatt;CodMagForn;Note_Std;Note_Top;M_Std;M_Top;M_Esteri;P_Esteri_Spa;P_Esteri_Aus;Stagione;PosEsteri;PosT24;Pos07ZR;Misura;P_T24_BEL;P_T24_LUS;P_T24_FRA;P_T24_OLA;P_T24_POL;P_07ZR_GER;P_07ZR_SPA;P_07ZR_AUS;P_07ZR_POR;P_T24_Uk_Danim;P_07ZR_Uk_Danim
314;507661;2953020-PIR-2067700 ;23982                                   ;2953020-PIR-2067700;295/30R20 101Y XL (N0) PIRELLI P ZERO      ;3;2;229.19;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;20;262.99;262.99;262.99;262.99;262.99;262.99;null;null;null;null;null;null;null;null;null;33.80;null;PIRELLI                                           ;262.99;271.20;null;272.94;null;null;272.94;null;null;Acqusto(229.19) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);273.91;274.39;273.18;275.03;295/30R20 101Y XL (N0) PIRELLI P ZERO;13.77;7.25;3.00;270.24;262.99;7.25;null;7.25;null;8.20;8.68;7.48;null;33.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;150244;2;48H;UNI;null;null;null;null;null;271.67;270.48;ESTIVO;1;3;null;2953020;273.91;273.91;275.03;273.91;277.18;273.91;274.39;273.18;281.98;306.12;306.12
315;75346;2953521-PIR-2049400 ;20089                                   ;2953521-PIR-2049400;295/35R21 107Y XL (N1) PIRELLI P ZERO      ;3;24;190.34;null;null;null;null;2;6;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;21;214.13;214.13;214.13;214.13;214.13;214.13;null;null;null;null;null;null;null;null;null;23.79;null;PIRELLI                                           ;214.13;233.33;null;224.59;null;null;224.59;null;null;Acqusto(190.34) Margine(33.00) CostoTrasp(8.24) CostoProvv % (1.013);235.66;236.09;235.35;237.61;295/35R21 107Y XL (N1) PIRELLI P ZERO;15.86;8.24;3.00;222.37;214.13;8.24;null;8.24;null;9.30;9.72;8.99;null;33.00;null;null;null;10.00;0.00;199.62;160.61;null;224.59;234.59;224.59;29.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(224.59) - PosPrec(29.) - PrezPreced.(199.62) - PrezBasePiatt.(234.59) - Prezzo Min/Max(224.59/234.59) - 1°PrezPiatt(160.61);null;139512;2;48H;UNI;null;null;null;null;null;233.75;233.02;ESTIVO;2;6;null;2953521;235.66;235.66;237.61;235.66;238.17;235.66;236.09;235.35;244.97;266.76;266.76
316;59857;2953521-PIR-1906800 ;17327                                   ;2953521-PIR-1906800;295/35R21 107Y XL (RO1) PIRELLI P ZERO      ;3;3;165.30;null;null;null;null;2;4;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;21;185.00;185.00;185.00;185.00;185.00;185.00;null;null;null;null;null;null;null;null;null;19.70;null;PIRELLI                                           ;185.00;204.21;null;195.17;null;null;195.17;null;null;Acqusto(165.30) Margine(29.00) CostoTrasp(8.24) CostoProvv % (1.013);206.25;206.67;205.93;208.19;295/35R21 107Y XL (RO1) PIRELLI P ZERO;15.43;8.24;3.00;193.24;185.00;8.24;null;8.24;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;178.29;148.01;null;195.17;205.17;195.17;24.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(195.17) - PosPrec(24.) - PrezPreced.(178.29) - PrezBasePiatt.(205.17) - Prezzo Min/Max(195.17/205.17) - 1°PrezPiatt(148.01);null;133129;2;48H;UNI;null;null;null;null;null;204.62;203.89;ESTIVO;2;4;null;2953521;206.25;206.25;208.19;206.25;208.75;206.25;206.67;205.93;215.64;237.35;237.35
317;59867;2954020-PIR-1743900 ;14550                                   ;2954020-PIR-1743900;295/40R20 110Y XL (AO) PIRELLI PZERO ROSSO      ;3;1;174.80;null;null;null;null;2;7;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;204.43;204.43;204.43;204.43;204.43;204.43;null;null;null;null;null;null;null;null;null;29.63;null;PIRELLI                                           ;204.43;213.73;null;214.80;null;null;214.80;null;null;Acqusto(174.80) Margine(29.00) CostoTrasp(8.24) CostoProvv % (1.013);215.87;216.30;215.56;217.82;295/40R20 110Y XL (AO) PIRELLI PZERO ROSSO;16.18;8.24;3.00;212.67;204.43;8.24;null;8.24;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;110958;2;48H;UNI;null;null;null;null;null;214.16;213.43;ESTIVO;2;7;null;2954020;215.87;215.87;217.82;215.87;218.37;215.87;216.30;215.56;225.23;246.97;246.97
318;520406;29580225-HAN-3002159;27680                                   ;29580225-HAN-3002159;295/80R225 152M HANKOOK DH31 SMART FLEX      ;3;5;364.87;null;null;null;null;1;1;AUTOCARRO                                         ;Autocarro                                         ;8;225;401.10;401.10;401.10;401.10;401.10;401.10;null;null;null;null;null;null;null;null;null;36.23;null;HANKOOK                                           ;401.10;null;null;418.24;null;null;418.24;null;null;Acqusto(364.87) Margine(35.00) CostoTrasp(13.00) CostoProvv % (1.013);null;null;null;null;295/80R225 152M HANKOOK DH31 SMART FLEX;71.00;13.00;13.00;414.10;401.10;13.00;null;13.00;null;null;null;null;null;35.00;null;null;null;0.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;159411;52;48H;UNI;null;null;null;null;null;null;null;ESTIVO;null;null;null;29580225;null;null;null;null;null;null;null;null;null;null;null
319;59531;3053019-PIR-1737900 ;15592                                   ;3053019-PIR-1737900;305/30R19 102Y XL (N2) PIRELLI P ZERO      ;3;5;225.01;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;19;258.80;258.80;258.80;258.80;258.80;258.80;null;null;null;null;null;null;null;null;null;33.79;null;PIRELLI                                           ;258.80;267.00;null;268.71;null;null;268.71;null;null;Acqusto(225.01) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);269.67;270.16;268.94;270.80;305/30R19 102Y XL (N2) PIRELLI P ZERO;13.15;7.25;3.00;266.05;258.80;7.25;null;7.25;null;8.20;8.68;7.48;null;33.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;143706;2;48H;UNI;null;null;null;null;null;267.49;266.28;ESTIVO;1;3;null;3053019;269.67;269.67;270.80;269.67;272.94;269.67;270.16;268.94;277.76;301.88;301.88
320;42623;3053520-PIR-1690800 ;2517                                    ;3053520-PIR-1690800;305/35R20 104V PIRELLI WINTER 240 SOTTOZERO      ;3;4;427.28;null;null;null;null;1;1;VETTURA                                           ;Vettura                                           ;4;20;453.77;453.77;453.77;453.77;453.77;453.77;null;null;null;null;null;null;null;null;null;26.49;null;PIRELLI                                           ;453.77;471.88;null;465.63;null;null;465.63;null;null;Acqusto(427.28) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);476.60;477.08;475.87;477.72;305/35R20 104V PIRELLI WINTER 240 SOTTOZERO;14.68;7.25;3.00;461.02;453.77;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;465.63;422.38;null;465.63;475.63;465.63;11.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(465.63) - PosPrec(11.) - PrezPreced.(465.63) - PrezBasePiatt.(475.63) - Prezzo Min/Max(465.63/475.63) - 1°PrezPiatt(422.38);null;160100;2;48H;UNI;null;null;null;null;null;472.36;471.16;INVERNALE;1;1;null;3053520;476.60;476.60;477.72;476.60;479.87;476.60;477.08;475.87;484.07;508.81;508.81
321;520317;3153520-DUN-529136  ;27487                                   ;3153520-DUN-529136;315/35R20 110W XL Runflat *RSC DUNLOP SP Sport Maxx GT      ;3;2;250.86;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;20;286.73;286.73;286.73;286.73;286.73;286.73;null;null;null;null;null;null;null;null;null;35.87;null;DUNLOP                                            ;286.73;294.93;null;296.92;null;null;296.92;null;null;Acqusto(250.86) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);297.88;298.37;297.15;299.01;315/35R20 110W XL Runflat *RSC DUNLOP SP Sport Maxx GT;19.62;7.25;3.00;293.98;286.73;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;151930;6;48H;UNI;null;null;null;null;null;295.42;294.21;ESTIVO;3;6;null;3153520;297.88;297.88;299.01;297.88;301.15;297.88;298.37;297.15;305.89;330.10;330.10
322;531560;3153520-BRI-33140   ;16609                                   ;3153520-BRI-33140;315/35R20 110Y XL Runflat * BRIDGESTONE DUELER H/P SPORT      ;3;20;239.86;null;null;null;null;2;2;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;275.70;275.70;275.70;275.70;275.70;275.70;null;null;null;null;null;null;null;null;null;35.84;null;BRIDGESTONE                                       ;275.70;285.00;null;286.78;null;null;286.78;null;null;Acqusto(239.86) Margine(35.00) CostoTrasp(8.24) CostoProvv % (1.013);287.85;288.28;287.54;289.80;315/35R20 110Y XL Runflat * BRIDGESTONE DUELER H/P SPORT;19.96;8.24;3.00;283.94;275.70;8.24;null;8.24;null;9.30;9.72;8.99;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;152259;11;48H;UNI;null;null;null;null;null;285.43;284.69;ESTIVO;2;2;null;3153520;287.85;287.85;289.80;287.85;290.36;287.85;288.28;287.54;297.00;318.95;318.95
323;520394;31560225-HAN-3002041;25219                                   ;31560225-HAN-3002041;315/60R225 154L HANKOOK AL10+ E-CUBE MAX      ;3;1;333.41;null;null;null;null;1;1;AUTOCARRO                                         ;Autocarro                                         ;8;225;369.54;369.54;369.54;369.54;369.54;369.54;null;null;null;null;null;null;null;null;null;36.13;null;HANKOOK                                           ;369.54;null;null;386.37;null;null;386.37;null;null;Acqusto(333.41) Margine(35.00) CostoTrasp(13.00) CostoProvv % (1.013);null;null;null;null;315/60R225 154L HANKOOK AL10+ E-CUBE MAX;54.63;13.00;13.00;382.54;369.54;13.00;null;13.00;null;null;null;null;null;35.00;null;null;null;0.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;158848;52;48H;UNI;null;null;null;null;null;null;null;ESTIVO;null;null;null;31560225;null;null;null;null;null;null;null;null;null;null;null
324;520829;3253021-DUN-529134  ;28460                                   ;3253021-DUN-529134;325/30R21 108Y XL Runflat *RSC DUNLOP SP Sport Maxx GT      ;3;8;354.37;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;21;390.55;390.55;390.55;390.55;390.55;390.55;null;null;null;null;null;null;null;null;null;36.18;null;DUNLOP                                            ;390.55;398.75;null;401.78;null;null;401.78;null;null;Acqusto(354.37) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);402.74;403.22;402.01;403.86;325/30R21 108Y XL Runflat *RSC DUNLOP SP Sport Maxx GT;19.27;7.25;3.00;397.80;390.55;7.25;null;7.25;null;8.20;8.68;7.48;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;157689;6;48H;UNI;null;null;null;null;null;399.23;398.03;ESTIVO;3;6;null;3253021;402.74;402.74;403.86;402.74;406.01;402.74;403.22;402.01;410.43;434.95;434.95
325;102408;3508-VEE-SP088R     ;9194                                    ;3508-VEE-SP088R;350R8 45J VEE RUBBER VRM108      ;3;30;18.05;null;null;null;null;2;3;SCOOTER                                           ;MotoScooter                                       ;91;8;25.14;25.14;25.14;25.14;25.14;25.14;null;null;null;null;null;null;null;null;null;7.09;null;VEE RUBBER                                        ;25.14;30.50;null;30.95;null;null;30.95;null;null;Acqusto(18.05) Margine(7.00) CostoTrasp(5.50) CostoProvv % (1.013);30.80;32.65;30.96;31.44;350R8 45J VEE RUBBER VRM108;3.00;5.50;3.00;30.64;25.14;5.50;null;5.50;null;5.35;7.18;5.51;null;7.00;null;null;null;3.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2.50;null;null;null;null;1;75;48H;UNI;null;null;null;null;null;32.33;30.65;ESTIVO;3;3;null;3508;30.76;30.76;31.44;30.95;33.18;30.80;32.65;30.96;38.94;65.90;65.90
326;97894;40010-VEE-SP438     ;9265                                    ;40010-VEE-SP438;400R10 74N VEE RUBBER VRM138 6 tele      ;3;30;27.77;null;null;null;null;2;2;SCOOTER                                           ;MotoScooter                                       ;91;10;34.89;34.89;34.89;34.89;34.89;34.89;null;null;null;null;null;null;null;null;null;7.12;null;VEE RUBBER                                        ;34.89;40.78;null;40.79;null;null;40.79;null;null;Acqusto(27.77) Margine(7.00) CostoTrasp(5.50) CostoProvv % (1.013);41.19;42.89;41.41;42.53;400R10 74N VEE RUBBER VRM138 6 tele;3.00;5.50;3.00;40.39;34.89;5.50;null;5.50;null;5.89;7.57;6.11;null;7.00;null;null;null;3.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2.50;null;null;null;null;24333;75;48H;UNI;null;null;null;null;null;42.47;41.00;ESTIVO;2;2;null;40010;41.48;41.48;42.53;41.77;45.29;41.19;42.89;41.41;50.77;75.74;75.74
327;64524;808016-PIR-1002200  ;7246                                    ;808016-PIR-1002200;80/80R16 45J PIRELLI MT15      ;3;30;30.30;null;null;null;null;1;1;SCOOTER                                           ;MotoScooter                                       ;91;16;38.44;38.44;38.44;38.44;38.44;38.44;null;null;null;null;null;null;null;null;null;8.14;null;PIRELLI                                           ;38.44;44.32;null;45.89;null;null;45.89;null;null;Acqusto(30.30) Margine(8.00) CostoTrasp(7.00) CostoProvv % (1.013);44.76;46.47;44.99;46.10;80/80R16 45J PIRELLI MT15;2.60;7.00;3.00;45.44;38.44;7.00;null;7.00;null;5.89;7.57;6.11;null;8.00;null;null;null;3.00;0.00;45.89;45.89;null;42.89;45.89;45.89;1.        ;null;null;null;null;null;null;null;2.50;null;null;AggPrezAuto(45.89) - PosPrec(1.) - PrezPreced.(45.89) - PrezBasePiatt.(45.89) - Prezzo Min/Max(42.89/45.89) - 1°PrezPiatt(45.89);null;25873;2;48H;UNI;null;null;null;null;null;46.01;44.54;ESTIVO;1;1;null;808016;45.06;45.06;46.10;45.34;48.87;44.76;46.47;44.99;52.32;79.32;79.32
328;64526;908016-PIR-1002300  ;7247                                    ;908016-PIR-1002300;90/80-16 51J XL PIRELLI Mandrake MT 15      ;3;30;29.95;null;null;null;null;1;1;MOTO                                              ;MotoScooter                                       ;16;16;37.08;37.08;37.08;37.08;37.08;37.08;null;null;null;null;null;null;null;null;null;7.13;null;PIRELLI                                           ;37.08;42.97;null;44.52;null;null;44.52;null;null;Acqusto(29.95) Margine(7.00) CostoTrasp(7.00) CostoProvv % (1.013);43.40;45.10;43.62;44.73;90/80-16 51J XL PIRELLI Mandrake MT 15;2.79;7.00;3.00;44.08;37.08;7.00;null;7.00;null;5.89;7.57;6.11;null;7.00;null;null;null;3.00;0.00;44.52;44.52;null;41.52;44.52;44.52;1.        ;null;null;null;null;null;null;null;2.50;null;null;AggPrezAuto(44.52) - PosPrec(1.) - PrezPreced.(44.52) - PrezBasePiatt.(44.52) - Prezzo Min/Max(41.52/44.52) - 1°PrezPiatt(44.52);null;25705;2;48H;UNI;null;null;null;null;null;44.65;43.19;ESTIVO;1;1;null;908016;43.69;43.69;44.73;43.97;47.50;43.40;45.10;43.62;52.97;77.95;77.95
329;52007;35010-MIC-057203    ;6971                                    ;35010-MIC-057203;3/50-10 59J MICHELIN S83      ;3;30;27.00;null;null;null;null;3;3;SCOOTER                                           ;MotoScooter                                       ;91;10;31.15;31.15;31.15;31.15;31.15;31.15;null;null;null;null;null;null;null;null;null;4.15;null;MICHELIN                                          ;31.15;40.01;null;38.53;null;null;38.53;null;null;Acqusto(27.00) Margine(7.00) CostoTrasp(7.00) CostoProvv % (1.013);40.41;42.11;40.63;41.75;3/50-10 59J MICHELIN S83;2.12;7.00;3.00;38.15;31.15;7.00;null;7.00;null;5.89;7.57;6.11;null;7.00;null;null;null;3.00;0.00;38.01;25.20;null;38.53;41.53;38.53;30.       ;null;null;null;null;null;null;null;2.50;null;null;AggPrezAuto(38.53) - PosPrec(30.) - PrezPreced.(38.01) - PrezBasePiatt.(41.53) - Prezzo Min/Max(38.53/41.53) - 1°PrezPiatt(25.20);null;24644;1;48H;UNI;null;null;null;null;null;41.69;40.23;ESTIVO;3;3;null;35010;40.70;40.70;41.75;40.99;44.51;40.41;42.11;40.63;47.98;74.96;74.96
330;59977;2353520-PIR-1938600 ;18608                                   ;2353520-PIR-1938600;235/35R20 92W XL PIRELLI WINTER 270 SOTTOZERO Serie II      ;3;8;283.33;null;null;null;null;1;4;VETTURA                                           ;Vettura                                           ;4;20;319.29;319.29;319.29;319.29;319.29;319.29;null;null;null;null;null;null;null;null;null;35.96;null;PIRELLI                                           ;319.29;326.54;null;329.81;null;null;329.81;null;null;Acqusto(283.33) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);329.81;332.31;329.81;332.82;235/35R20 92W XL PIRELLI WINTER 270 SOTTOZERO Serie II;11.72;7.25;3.00;326.54;319.29;7.25;null;7.25;null;7.25;9.72;7.25;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;153355;2;48H;UNI;null;null;null;null;null;329.02;326.54;INVERNALE;1;4;null;2353520;329.81;329.81;332.82;329.81;334.52;329.81;332.31;329.81;336.41;363.49;363.49
331;525752;1408018-MET-2477700 ;7537                                    ;1408018-MET-2477700;140/80-18 70M METZELER MCE 6 DAYS EXTREME      ;3;30;74.21;null;null;null;null;4;6;MOTO                                              ;MotoScooter                                       ;16;18;82.51;82.51;82.51;82.51;82.51;82.51;null;null;null;null;null;null;null;null;null;8.30;null;METZELER                                          ;82.51;91.37;null;90.41;null;null;90.41;null;null;Acqusto(74.21) Margine(11.00) CostoTrasp(7.00) CostoProvv % (1.013);92.28;93.99;92.51;93.62;140/80-18 70M METZELER MCE 6 DAYS EXTREME;5.59;7.00;3.00;89.51;82.51;7.00;null;7.00;null;5.89;7.57;6.11;null;11.00;null;null;null;3.00;0.00;85.33;62.51;null;90.41;93.41;90.41;33.       ;null;null;null;null;null;null;null;2.50;null;null;AggPrezAuto(90.41) - PosPrec(33.) - PrezPreced.(85.33) - PrezBasePiatt.(93.41) - Prezzo Min/Max(90.41/93.41) - 1°PrezPiatt(62.51);null;62297;47;48H;UNI;null;null;null;null;null;93.06;91.59;ESTIVO;4;6;null;1408018;92.58;92.58;93.62;92.86;96.39;92.28;93.99;92.51;101.72;126.84;126.84
332;51307;2759-MIC-366314     ;6984                                    ;2759-MIC-366314;2/75-9 35J MICHELIN ACS      ;3;25;26.47;null;null;null;null;3;3;SCOOTER                                           ;MotoScooter                                       ;91;9;30.62;30.62;30.62;30.62;30.62;30.62;null;null;null;null;null;null;null;null;null;4.15;null;MICHELIN                                          ;30.62;38.93;null;36.48;null;null;36.48;null;null;Acqusto(26.47) Margine(7.00) CostoTrasp(5.50) CostoProvv % (1.013);39.32;41.18;39.49;39.97;2/75-9 35J MICHELIN ACS;1.54;5.50;3.00;36.12;30.62;5.50;null;5.50;null;5.35;7.18;5.51;null;7.00;null;null;null;3.00;0.00;35.71;25.08;null;36.48;39.48;36.48;21.       ;null;null;null;null;null;null;null;2.50;null;null;AggPrezAuto(36.48) - PosPrec(21.) - PrezPreced.(35.71) - PrezBasePiatt.(39.48) - Prezzo Min/Max(36.48/39.48) - 1°PrezPiatt(25.08);null;24279;1;48H;UNI;null;null;null;null;null;40.77;39.10;ESTIVO;3;3;null;2759;39.29;39.29;39.97;39.48;41.71;39.32;41.18;39.49;47.44;74.43;74.43
333;47992;2157516-CON-0471317 ;5455                                    ;2157516-CON-0471317;215/75R16 116R CONTINENTAL VancoCamper      ;3;13;140.20;null;null;null;null;4;6;TRASPORTO LEGGERO                                 ;Vettura                                           ;6;16;156.78;156.78;156.78;156.78;156.78;156.78;null;null;null;null;null;null;null;null;null;16.58;null;CONTINENTAL                                       ;156.78;173.01;null;166.13;null;null;166.13;null;null;Acqusto(140.20) Margine(23.00) CostoTrasp(7.71) CostoProvv % (1.013);174.74;176.00;174.74;177.21;215/75R16 116R CONTINENTAL VancoCamper;16.20;7.71;3.00;164.49;156.78;7.71;null;7.71;null;9.30;10.54;9.30;null;23.00;null;null;null;7.00;0.00;156.95;121.30;null;166.13;173.13;166.13;41.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(166.13) - PosPrec(41.) - PrezPreced.(156.95) - PrezBasePiatt.(173.13) - Prezzo Min/Max(166.13/173.13) - 1°PrezPiatt(121.30);null;15386;7;48H;UNI;null;null;null;null;null;174.26;173.01;ESTIVO;4;6;null;2157516;174.74;174.74;177.21;174.74;177.65;174.74;176.00;174.74;184.22;206.35;206.35
